name|quantity|canDabHand|proficiency|focus|unlock|profession|commission|recipe|type|class|slot|equipBonus
Mastered Fanged Beaded Amulet|1.0|False|1400|1400|Chultan Masterwork - Jewelcrafting II|Jewelcrafting|10.0|"[[1.0, 'Living Bronzewood'], [2.0, 'Fanged Ornament'], [4.0, 'Brilliant Bead'], [1.0, 'Lakh Varnish']]"|Gear|N/A|Ring|-
Mastered Lichstone Amulet|1.0|False|1400|1400|Chultan Masterwork - Jewelcrafting II|Jewelcrafting|10.0|"[[1.0, 'Lichstone Enamel'], [2.0, 'Obsidian Shard'], [4.0, 'Brilliant Bead'], [1.0, 'Lakh Varnish']]"|Gear|N/A|Ring|-
Commissioned Light Lanterns|1.0|False|1400|1400|Sharandar Masterwork - Jewelcrafting|Jewelcrafting|4.0|"[[4.0, ""Displacer Beast's Whisker""], [1.0, ""Shard of Dawn's Light""], [2.0, 'Silver Vines'], [2.0, 'Salt-Marsh Crystal']]"|Commission Item|N/A|N/A|-
Commissioned Lightcatcher|1.0|False|1400|1400|Sharandar Masterwork - Jewelcrafting|Jewelcrafting|4.0|"[[7.0, ""Shard of Dawn's Light""], [4.0, 'Salt-Marsh Crystal'], [4.0, ""Troll's Earwax Resin""]]"|Commission Item|N/A|N/A|-
Commissioned Shackles|1.0|False|1400|1400|Sharandar Masterwork - Jewelcrafting|Jewelcrafting|4.0|"[[3.0, 'Silver Vines'], [2.0, ""Shadowdemon's Eyes""], [2.0, 'Woven Whiskers'], [1.0, ""Dawn's Silver Enamel""]]"|Commission Item|N/A|N/A|-
Commissioned Writing Needle|1.0|False|1400|1400|Sharandar Masterwork - Jewelcrafting|Jewelcrafting|4.0|"[[4.0, ""Displacer Beast's Whisker""], [1.0, ""Shard of Dawn's Light""], [2.0, 'Silver Vines']]"|Commission Item|N/A|N/A|-
Glowing Assault Ring|1.0|False|1400|1400|Sharandar Masterwork - Jewelcrafting|Jewelcrafting|10.0|"[[1.0, 'Living Feywood'], [4.0, 'Beads of Light'], [1.0, ""Ears 'N Tears""]]"|Gear|N/A|Ring|+6% Damage for 10 seconds after daily use
Glowing Restoration Ring|1.0|False|1400|1400|Sharandar Masterwork - Jewelcrafting|Jewelcrafting|10.0|"[[1.0, 'Living Feywood'], [2.0, 'Beads of Light'], [2.0, ""Shadowdemon's Eyes""], [1.0, ""Ears 'N Tears""]]"|Gear|N/A|Ring|+5% outgoing Healing
Feywood Raid Ring|1.0|False|1400|1400|Sharandar Masterwork - Jewelcrafting|Jewelcrafting|10.0|"[[1.0, 'Living Feywood'], [4.0, 'Feywood Lumber'], [1.0, ""Ears 'N Tears""]]"|Gear|N/A|Ring|+7.5% Critical Severity
Dawn's Light Ward Ring|1.0|False|1400|1400|Sharandar Masterwork - Jewelcrafting|Jewelcrafting|10.0|"[[1.0, ""Dawn's Silver Enamel""], [4.0, 'Feywood Lumber'], [1.0, ""Ears 'N Tears""]]"|Gear|N/A|Ring|+5% Incoming Healing for 10 seconds after being damaged > 15% of max HP
Thorned Needle|1.0|False|1400|1400|Sharandar Masterwork - Jewelcrafting|Jewelcrafting|10.0|"[[1.0, 'Corpse Flower Thorn'], [1.0, 'Salty Tears Varnish'], [3.0, 'Shattered Snowflakes']]"|Tool|N/A|Tailoring|-
Feywood Amulet|1.0|False|1400|1400|Sharandar Masterwork - Jewelcrafting|Jewelcrafting|10.0|"[[1.0, 'Living Feywood'], [2.0, 'Feywood Lumber'], [4.0, 'Beads of Light'], [1.0, ""Ears 'N Tears""]]"|Gear|N/A|Neck|Set: Masterwork of Sharandar Equipment
Glowing Amulet|1.0|False|1400|1400|Sharandar Masterwork - Jewelcrafting|Jewelcrafting|10.0|"[[1.0, 'Living Feywood'], [2.0, 'Crystalline Ornament'], [4.0, 'Beads of Light'], [1.0, ""Ears 'N Tears""]]"|Gear|N/A|Neck|Set: Masterwork of Sharandar Equipment
Thorned Amulet|1.0|False|1400|1400|Sharandar Masterwork - Jewelcrafting|Jewelcrafting|10.0|"[[1.0, 'Living Feywood'], [2.0, 'Thorned Ornament'], [4.0, 'Beads of Light'], [1.0, ""Ears 'N Tears""]]"|Gear|N/A|Neck|Set: Masterwork of Sharandar Equipment
Silvervine Amulet|1.0|False|1400|1400|Sharandar Masterwork - Jewelcrafting|Jewelcrafting|10.0|"[[1.0, ""Dawn's Silver Enamel""], [2.0, 'Silver Vines'], [4.0, 'Beads of Light'], [1.0, ""Ears 'N Tears""]]"|Gear|N/A|Neck|Set: Masterwork of Sharandar Equipment
Mastered Dinohide Assault Butisi|1.0|False|1400|1400|Chultan Masterwork - Leatherworking II|Leatherworking|8.75|"[[2.0, 'Lacquered Dinosaur Leather'], [2.0, 'Fanged Ornament'], [3.0, 'Lion Fur'], [1.0, 'Living Varnish']]"|Gear|"Bard, Rogue"|Feet|-
Mastered Dinohide Assault Viatus|1.0|False|1400|1400|Chultan Masterwork - Leatherworking II|Leatherworking|8.75|"[[2.0, 'Lacquered Dinosaur Leather'], [2.0, 'Jute Macrame'], [3.0, 'Lion Fur'], [1.0, 'Living Varnish']]"|Gear|Warlock|Feet|-
Mastered Dinohide Raid Butisi|1.0|False|1400|1400|Chultan Masterwork - Leatherworking II|Leatherworking|8.75|"[[2.0, 'Lacquered Dinosaur Leather'], [2.0, 'Fanged Ornament'], [3.0, 'Lion Fur'], [1.0, 'Living Varnish']]"|Gear|"Bard, Rogue"|Feet|-
Mastered Dinohide Raid Viatus|1.0|False|1400|1400|Chultan Masterwork - Leatherworking II|Leatherworking|8.75|"[[2.0, 'Lacquered Dinosaur Leather'], [2.0, 'Jute Macrame'], [3.0, 'Lion Fur'], [1.0, 'Living Varnish']]"|Gear|Warlock|Feet|-
Mastered Leather Assault Chamas|1.0|False|1400|1400|Chultan Masterwork - Leatherworking II|Leatherworking|8.75|"[[2.0, 'Lacquered Dinosaur Leather'], [2.0, 'Fanged Ornament'], [3.0, 'Lion Fur'], [1.0, 'Living Varnish']]"|Gear|Ranger|Feet|-
Mastered Leather Raid Chamas|1.0|False|1400|1400|Chultan Masterwork - Leatherworking II|Leatherworking|8.75|"[[2.0, 'Lacquered Dinosaur Leather'], [2.0, 'Fanged Ornament'], [3.0, 'Lion Fur'], [1.0, 'Living Varnish']]"|Gear|Ranger|Feet|-
Mastered Dinohide Assault Amibari|1.0|False|1400|1400|Chultan Masterwork - Leatherworking II|Leatherworking|8.75|"[[2.0, 'Lacquered Dinosaur Leather'], [2.0, 'Fanged Ornament'], [3.0, 'Chultan Silk Thread'], [1.0, 'Living Varnish']]"|Gear|"Bard, Rogue"|Arms|-
Mastered Dinohide Assault Shabas|1.0|False|1400|1400|Chultan Masterwork - Leatherworking II|Leatherworking|8.75|"[[2.0, 'Lacquered Dinosaur Leather'], [2.0, 'Jute Macrame'], [3.0, 'Lion Fur'], [1.0, 'Living Varnish']]"|Gear|Warlock|Arms|-
Mastered Dinohide Raid Amibari|1.0|False|1400|1400|Chultan Masterwork - Leatherworking II|Leatherworking|8.75|"[[2.0, 'Lacquered Dinosaur Leather'], [2.0, 'Fanged Ornament'], [3.0, 'Chultan Silk Thread'], [1.0, 'Living Varnish']]"|Gear|"Bard, Rogue"|Arms|-
Mastered Dinohide Raid Shabas|1.0|False|1400|1400|Chultan Masterwork - Leatherworking II|Leatherworking|8.75|"[[2.0, 'Lacquered Dinosaur Leather'], [2.0, 'Jute Macrame'], [3.0, 'Lion Fur'], [1.0, 'Living Varnish']]"|Gear|Warlock|Arms|-
Mastered Leather Assault Gwanitis|1.0|False|1400|1400|Chultan Masterwork - Leatherworking II|Leatherworking|8.75|"[[2.0, 'Lacquered Dinosaur Leather'], [2.0, 'Fanged Ornament'], [3.0, 'Chultan Silk Thread'], [1.0, 'Living Varnish']]"|Gear|Ranger|Arms|-
Mastered Leather Raid Gwanitis|1.0|False|1400|1400|Chultan Masterwork - Leatherworking II|Leatherworking|8.75|"[[2.0, 'Lacquered Dinosaur Leather'], [2.0, 'Fanged Ornament'], [3.0, 'Chultan Silk Thread'], [1.0, 'Living Varnish']]"|Gear|Ranger|Arms|-
Mastered Dinohide Assault Kiuno|1.0|False|1400|1400|Chultan Masterwork - Leatherworking II|Leatherworking|8.75|"[[4.0, 'Lacquered Dinosaur Leather'], [2.0, 'Jute Macrame'], [2.0, 'Fanged Ornament'], [1.0, 'Chultan Silk'], [1.0, 'Living Varnish']]"|Gear|Warlock|Armor|-
Mastered Dinohide Assault Mederebiya|1.0|False|1400|1400|Chultan Masterwork - Leatherworking II|Leatherworking|8.75|"[[4.0, 'Lacquered Dinosaur Leather'], [2.0, 'Jute Macrame'], [2.0, 'Feathered Ornament'], [1.0, 'Chultan Silk'], [1.0, 'Living Varnish']]"|Gear|"Bard, Rogue"|Armor|-
Mastered Dinohide Raid Kiuno|1.0|False|1400|1400|Chultan Masterwork - Leatherworking II|Leatherworking|8.75|"[[4.0, 'Lacquered Dinosaur Leather'], [2.0, 'Jute Macrame'], [2.0, 'Fanged Ornament'], [1.0, 'Chultan Silk'], [1.0, 'Living Varnish']]"|Gear|Warlock|Armor|-
Mastered Dinohide Raid Mederebiya|1.0|False|1400|1400|Chultan Masterwork - Leatherworking II|Leatherworking|8.75|"[[4.0, 'Lacquered Dinosaur Leather'], [2.0, 'Jute Macrame'], [2.0, 'Feathered Ornament'], [1.0, 'Chultan Silk'], [1.0, 'Living Varnish']]"|Gear|"Bard, Rogue"|Armor|-
Mastered Leather Assault Kafe|1.0|False|1400|1400|Chultan Masterwork - Leatherworking II|Leatherworking|8.75|"[[4.0, 'Lacquered Dinosaur Leather'], [2.0, 'Jute Macrame'], [2.0, 'Feathered Ornament'], [1.0, 'Chultan Silk'], [1.0, 'Living Varnish']]"|Gear|Ranger|Armor|-
Mastered Leather Raid Kafe|1.0|False|1400|1400|Chultan Masterwork - Leatherworking II|Leatherworking|8.75|"[[4.0, 'Lacquered Dinosaur Leather'], [2.0, 'Jute Macrame'], [2.0, 'Feathered Ornament'], [1.0, 'Chultan Silk'], [1.0, 'Living Varnish']]"|Gear|Ranger|Armor|-
Mastered Dinohide Assault Barakoa|1.0|False|1400|1400|Chultan Masterwork - Leatherworking II|Leatherworking|8.75|"[[2.0, 'Lacquered Dinosaur Leather'], [2.0, 'Jute Macrame'], [3.0, 'Chultan Silk Thread'], [1.0, 'Living Varnish']]"|Gear|Warlock|Head|-
Mastered Dinohide Assault Chinibili|1.0|False|1400|1400|Chultan Masterwork - Leatherworking II|Leatherworking|8.75|"[[2.0, 'Lacquered Dinosaur Leather'], [2.0, 'Fanged Ornament'], [3.0, 'Chultan Silk Thread'], [1.0, 'Living Varnish']]"|Gear|"Bard, Rogue"|Head|-
Mastered Dinohide Raid Barakoa|1.0|False|1400|1400|Chultan Masterwork - Leatherworking II|Leatherworking|8.75|"[[2.0, 'Lacquered Dinosaur Leather'], [2.0, 'Jute Macrame'], [3.0, 'Chultan Silk Thread'], [1.0, 'Living Varnish']]"|Gear|Warlock|Head|-
Mastered Dinohide Raid Chinibili|1.0|False|1400|1400|Chultan Masterwork - Leatherworking II|Leatherworking|8.75|"[[2.0, 'Lacquered Dinosaur Leather'], [2.0, 'Fanged Ornament'], [3.0, 'Chultan Silk Thread'], [1.0, 'Living Varnish']]"|Gear|"Bard, Rogue"|Head|-
Mastered Leather Assault Mekeleya|1.0|False|1400|1400|Chultan Masterwork - Leatherworking II|Leatherworking|8.75|"[[2.0, 'Lacquered Dinosaur Leather'], [2.0, 'Jute Macrame'], [3.0, 'Chultan Silk Thread'], [1.0, 'Living Varnish']]"|Gear|Ranger|Head|-
Mastered Leather Raid Mekeleya|1.0|False|1400|1400|Chultan Masterwork - Leatherworking II|Leatherworking|8.75|"[[2.0, 'Lacquered Dinosaur Leather'], [2.0, 'Jute Macrame'], [3.0, 'Chultan Silk Thread'], [1.0, 'Living Varnish']]"|Gear|Ranger|Head|-
Commissioned Mounted Spider|1.0|False|1400|1400|Sharandar Masterwork - Leatherworking|Leatherworking|3.5|"[[12.0, ""Lacquered 'Aged' Leather""], [6.0, 'Soulfire Flies'], [2.0, 'Feywood Lumber'], [4.0, 'Corpse Flower Thorn']]"|Commission Item|N/A|N/A|-
Commissioned Silvervein Bridle|1.0|False|1400|1400|Sharandar Masterwork - Leatherworking|Leatherworking|3.5|"[[6.0, ""Lacquered 'Aged' Leather""], [3.0, 'Soulfire Flies'], [2.0, 'Dryad Hair'], [2.0, 'Fey Fibers']]"|Commission Item|N/A|N/A|-
Commissioned Trap Cover|1.0|False|1400|1400|Sharandar Masterwork - Leatherworking|Leatherworking|3.5|"[[4.0, ""Lacquered 'Aged' Leather""], [2.0, 'Dryad Hair'], [2.0, 'Soulfire Flies'], [2.0, ""Frozen Dawn's Dew""], [1.0, 'Fey Fibers']]"|Commission Item|N/A|N/A|-
Commissioned Wet Boots|1.0|False|1400|1400|Sharandar Masterwork - Leatherworking|Leatherworking|3.5|"[[4.0, ""Lacquered 'Aged' Leather""], [2.0, 'Shade Leaves'], [2.0, 'Soulfire Flies'], [2.0, 'Shattered Snowflakes']]"|Commission Item|N/A|N/A|-
Fey Decorated Boots|1.0|False|1400|1400|Sharandar Masterwork - Leatherworking|Leatherworking|8.75|"[[2.0, ""Lacquered 'Aged' Leather""], [2.0, 'Thorned Ornament'], [3.0, 'Lacquered Leaves'], [1.0, 'Salty Tears Varnish']]"|Gear|Bard|Feet|+7.5k Power
Fey'd Leaf Boots|1.0|False|1400|1400|Sharandar Masterwork - Tailoring|Tailoring|8.75|"[[2.0, 'Woven Whiskers'], [2.0, ""Lacquered 'Aged' Leather""], [3.0, 'Woven Fey Leaves'], [1.0, 'Salty Tears Varnish']]"|Gear|Rogue|Feet|+7.5k Power
Fey'd Leaf Hood|1.0|False|1400|1400|Sharandar Masterwork - Leatherworking|Leatherworking|8.75|"[[2.0, ""Lacquered 'Aged' Leather""], [2.0, 'Woven Whiskers'], [3.0, 'Fey Fibers'], [1.0, 'Salty Tears Varnish']]"|Gear|Ranger|Head|+7.5k Critical Strike
Petrified Barbute|1.0|False|1400|1400|Sharandar Masterwork - Leatherworking|Leatherworking|8.75|"[[2.0, ""Lacquered 'Aged' Leather""], [2.0, 'Thorned Ornament'], [3.0, 'Fey Fibers'], [1.0, 'Salty Tears Varnish']]"|Gear|Rogue|Head|+7.5k Critical Strike
Petrified Barkplate|1.0|False|1400|1400|Sharandar Masterwork - Leatherworking|Leatherworking|8.75|"[[4.0, ""Lacquered 'Aged' Leather""], [2.0, 'Woven Whiskers'], [2.0, 'Crystalline Ornament'], [1.0, 'Woven Fey Leaves'], [1.0, 'Salty Tears Varnish']]"|Gear|Ranger|Armor|+7.5k Power
Petrified Boots|1.0|False|1400|1400|Sharandar Masterwork - Leatherworking|Leatherworking|8.75|"[[2.0, ""Lacquered 'Aged' Leather""], [2.0, 'Thorned Ornament'], [3.0, 'Lacquered Leaves'], [1.0, 'Salty Tears Varnish']]"|Gear|Ranger|Feet|+7.5k Power
Petrified Braces|1.0|False|1400|1400|Sharandar Masterwork - Leatherworking|Leatherworking|8.75|"[[2.0, ""Lacquered 'Aged' Leather""], [2.0, 'Thorned Ornament'], [3.0, 'Fey Fibers'], [1.0, 'Salty Tears Varnish']]"|Gear|Ranger|Arms|+7.5k Critical Severity
Petrified Crown|1.0|False|1400|1400|Sharandar Masterwork - Leatherworking|Leatherworking|8.75|"[[2.0, ""Lacquered 'Aged' Leather""], [2.0, 'Thorned Ornament'], [3.0, 'Fey Fibers'], [1.0, 'Salty Tears Varnish']]"|Gear|Bard|Head|+7.5k Critical Strike
Petrified Leathers|1.0|False|1400|1400|Sharandar Masterwork - Leatherworking|Leatherworking|8.75|"[[4.0, ""Lacquered 'Aged' Leather""], [2.0, 'Woven Whiskers'], [2.0, 'Crystalline Ornament'], [1.0, 'Woven Fey Leaves'], [1.0, 'Salty Tears Varnish']]"|Gear|Rogue|Armor|+7.5k Power
Petrified Mantle|1.0|False|1400|1400|Sharandar Masterwork - Leatherworking|Leatherworking|8.75|"[[4.0, ""Lacquered 'Aged' Leather""], [2.0, 'Woven Whiskers'], [2.0, 'Crystalline Ornament'], [1.0, 'Woven Fey Leaves'], [1.0, 'Salty Tears Varnish']]"|Gear|Bard|Armor|+7.5k Power
Petrified Sleeves|1.0|False|1400|1400|Sharandar Masterwork - Leatherworking|Leatherworking|8.75|"[[2.0, ""Lacquered 'Aged' Leather""], [2.0, 'Thorned Ornament'], [3.0, 'Fey Fibers'], [1.0, 'Salty Tears Varnish']]"|Gear|Bard|Arms|+7.5k Critical Severity
Petrified Surcoat|1.0|False|1400|1400|Sharandar Masterwork - Leatherworking|Leatherworking|8.75|"[[4.0, ""Lacquered 'Aged' Leather""], [2.0, 'Woven Whiskers'], [2.0, 'Thorned Ornament'], [1.0, 'Woven Fey Leaves'], [1.0, 'Salty Tears Varnish']]"|Gear|Warlock|Armor|+7.5k Power
Lacquered Leaf Waders|1.0|False|1400|1400|Sharandar Masterwork - Leatherworking|Leatherworking|0|"[[2.0, ""Lacquered 'Aged' Leather""], [2.0, 'Woven Whiskers'], [3.0, 'Lacquered Leaves'], [1.0, 'Salty Tears Varnish']]"|Gear|"Warlock, Cleric, Bard, Paladin"|Feet|+7.5k Outgoing Healing
Petrified Waders|1.0|False|1400|1400|Sharandar Masterwork - Leatherworking|Leatherworking|8.75|"[[2.0, ""Lacquered 'Aged' Leather""], [2.0, 'Woven Whiskers'], [3.0, 'Lacquered Leaves'], [1.0, 'Salty Tears Varnish']]"|Gear|Warlock|Feet|+7.5k Power
Petrified Wraps|1.0|False|1400|1400|Sharandar Masterwork - Leatherworking|Leatherworking|8.75|"[[2.0, ""Lacquered 'Aged' Leather""], [2.0, 'Woven Whiskers'], [3.0, 'Lacquered Leaves'], [1.0, 'Salty Tears Varnish']]"|Gear|Warlock|Arms|+7.5k Critical Severity
Petrified Wristlets|1.0|False|1400|1400|Sharandar Masterwork - Leatherworking|Leatherworking|8.75|"[[2.0, ""Lacquered 'Aged' Leather""], [2.0, 'Thorned Ornament'], [3.0, 'Fey Fibers'], [1.0, 'Salty Tears Varnish']]"|Gear|Rogue|Arms|+7.5k Critical Severity
Twig Crown|1.0|False|1400|1400|Sharandar Masterwork - Leatherworking|Leatherworking|8.75|"[[2.0, ""Lacquered 'Aged' Leather""], [2.0, 'Woven Whiskers'], [3.0, 'Fey Fibers'], [1.0, 'Salty Tears Varnish']]"|Gear|Warlock|Head|+7.5k Critical Strike
Fey Decorated Wetboots|1.0|False|1400|1400|Sharandar Masterwork - Leatherworking|Leatherworking|8.75|"[[2.0, ""Lacquered 'Aged' Leather""], [2.0, 'Thorned Ornament'], [3.0, 'Lacquered Leaves'], [1.0, 'Salty Tears Varnish']]"|Gear|Bard|Feet|+7.5k Power
Fey'd Leaf Cap|1.0|False|1400|1400|Sharandar Masterwork - Leatherworking|Leatherworking|8.75|"[[2.0, ""Lacquered 'Aged' Leather""], [2.0, 'Woven Whiskers'], [3.0, 'Fey Fibers'], [1.0, 'Salty Tears Varnish']]"|Gear|Ranger|Head|+7.5k Critical Strike
Fey'd Leaf Wetboots|1.0|False|1400|1400|Sharandar Masterwork - Leatherworking|Leatherworking|8.75|"[[2.0, ""Lacquered 'Aged' Leather""], [2.0, 'Thorned Ornament'], [3.0, 'Lacquered Leaves'], [1.0, 'Salty Tears Varnish']]"|Gear|Rogue|Feet|+7.5k Power
Petrified Armlets|1.0|False|1400|1400|Sharandar Masterwork - Leatherworking|Leatherworking|8.75|"[[2.0, ""Lacquered 'Aged' Leather""], [2.0, 'Thorned Ornament'], [3.0, 'Fey Fibers'], [1.0, 'Salty Tears Varnish']]"|Gear|Ranger|Arms|+7.5k Critical Severity
Petrified Bark Barbute|1.0|False|1400|1400|Sharandar Masterwork - Leatherworking|Leatherworking|8.75|"[[2.0, ""Lacquered 'Aged' Leather""], [2.0, 'Thorned Ornament'], [3.0, 'Fey Fibers'], [1.0, 'Salty Tears Varnish']]"|Gear|Rogue|Head|+7.5k Critical Strike
Petrified Bark Crown|1.0|False|1400|1400|Sharandar Masterwork - Leatherworking|Leatherworking|8.75|"[[2.0, ""Lacquered 'Aged' Leather""], [2.0, 'Thorned Ornament'], [3.0, 'Fey Fibers'], [1.0, 'Salty Tears Varnish']]"|Gear|Bard|Head|+7.5k Critical Strike
Petrified Barkhide Mantle|1.0|False|1400|1400|Sharandar Masterwork - Leatherworking|Leatherworking|8.75|"[[4.0, ""Lacquered 'Aged' Leather""], [2.0, 'Woven Whiskers'], [2.0, 'Crystalline Ornament'], [1.0, 'Woven Fey Leaves'], [1.0, 'Salty Tears Varnish']]"|Gear|Bard|Armor|+7.5k Power
Petrified Covers|1.0|False|1400|1400|Sharandar Masterwork - Leatherworking|Leatherworking|8.75|"[[2.0, ""Lacquered 'Aged' Leather""], [2.0, 'Thorned Ornament'], [3.0, 'Fey Fibers'], [1.0, 'Salty Tears Varnish']]"|Gear|Bard|Arms|+7.5k Critical Severity
Petrified Growth|1.0|False|1400|1400|Sharandar Masterwork - Leatherworking|Leatherworking|8.75|"[[4.0, ""Lacquered 'Aged' Leather""], [2.0, 'Woven Whiskers'], [2.0, 'Thorned Ornament'], [1.0, 'Woven Fey Leaves'], [1.0, 'Salty Tears Varnish']]"|Gear|Warlock|Armor|+7.5k Power
Petrified Guards|1.0|False|1400|1400|Sharandar Masterwork - Leatherworking|Leatherworking|8.75|"[[2.0, ""Lacquered 'Aged' Leather""], [2.0, 'Woven Whiskers'], [3.0, 'Lacquered Leaves'], [1.0, 'Salty Tears Varnish']]"|Gear|Warlock|Arms|+7.5k Critical Severity
Petrified Leavehide|1.0|False|1400|1400|Sharandar Masterwork - Leatherworking|Leatherworking|8.75|"[[4.0, ""Lacquered 'Aged' Leather""], [2.0, 'Woven Whiskers'], [2.0, 'Crystalline Ornament'], [1.0, 'Woven Fey Leaves'], [1.0, 'Salty Tears Varnish']]"|Gear|Rogue|Armor|+7.5k Power
Petrified Overgrowth|1.0|False|1400|1400|Sharandar Masterwork - Leatherworking|Leatherworking|8.75|"[[4.0, ""Lacquered 'Aged' Leather""], [2.0, 'Woven Whiskers'], [2.0, 'Crystalline Ornament'], [1.0, 'Woven Fey Leaves'], [1.0, 'Salty Tears Varnish']]"|Gear|Ranger|Armor|+7.5k Power
Petrified Shoes|1.0|False|1400|1400|Sharandar Masterwork - Leatherworking|Leatherworking|8.75|"[[2.0, ""Lacquered 'Aged' Leather""], [2.0, 'Woven Whiskers'], [3.0, 'Lacquered Leaves'], [1.0, 'Salty Tears Varnish']]"|Gear|Warlock|Feet|+7.5k Power
Petrified Wetboots|1.0|False|1400|1400|Sharandar Masterwork - Leatherworking|Leatherworking|8.75|"[[2.0, ""Lacquered 'Aged' Leather""], [2.0, 'Thorned Ornament'], [3.0, 'Lacquered Leaves'], [1.0, 'Salty Tears Varnish']]"|Gear|Ranger|Feet|+7.5k Power
Petrified Wristguards|1.0|False|1400|1400|Sharandar Masterwork - Leatherworking|Leatherworking|8.75|"[[2.0, ""Lacquered 'Aged' Leather""], [2.0, 'Thorned Ornament'], [3.0, 'Fey Fibers'], [1.0, 'Salty Tears Varnish']]"|Gear|Rogue|Arms|+7.5k Critical Severity
Sprouting Crown|1.0|False|1400|1400|Sharandar Masterwork - Leatherworking|Leatherworking|8.75|"[[2.0, ""Lacquered 'Aged' Leather""], [2.0, 'Woven Whiskers'], [3.0, 'Fey Fibers'], [1.0, 'Salty Tears Varnish']]"|Gear|Warlock|Head|+7.5k Critical Strike
Twine Net|1.0|False|1400|1400|Chultan Masterwork - Tailoring II|Tailoring|8.75|"[[3.0, 'Samarachan Jute'], [2.0, 'Bronzewood Lumber'], [1.0, 'Lacquered Dinosaur Leather']]"|Tool|N/A|Gathering (Fish)|-
Mastered Jute Assault Kohambos|1.0|False|1400|1400|Chultan Masterwork - Tailoring II|Tailoring|8.75|"[[2.0, 'Jute Macrame'], [2.0, 'Lacquered Dinosaur Leather'], [3.0, 'Chultan Silk'], [1.0, 'Living Varnish']]"|Gear|Wizard|Feet|-
Mastered Jute Raid Kohambos|1.0|False|1400|1400|Chultan Masterwork - Tailoring II|Tailoring|8.75|"[[2.0, 'Jute Macrame'], [2.0, 'Lacquered Dinosaur Leather'], [3.0, 'Chultan Silk'], [1.0, 'Living Varnish']]"|Gear|Wizard|Feet|-
Mastered Feathered Assault Isongos|1.0|False|1400|1400|Chultan Masterwork - Tailoring II|Tailoring|8.75|"[[2.0, 'Feathered Ornament'], [2.0, 'Lacquered Dinosaur Leather'], [3.0, 'Chultan Silk Thread'], [1.0, 'Living Varnish']]"|Gear|Wizard|Arms|-
Mastered Feathered Raid Isongos|1.0|False|1400|1400|Chultan Masterwork - Tailoring II|Tailoring|8.75|"[[2.0, 'Feathered Ornament'], [2.0, 'Lacquered Dinosaur Leather'], [3.0, 'Chultan Silk Thread'], [1.0, 'Living Varnish']]"|Gear|Wizard|Arms|-
Mastered Silk Assault Ngubo|1.0|False|1400|1400|Chultan Masterwork - Tailoring II|Tailoring|8.75|"[[4.0, 'Chultan Silk'], [2.0, 'Hardened Bronzewood'], [2.0, 'Feathered Ornament'], [1.0, 'Lion Fur'], [1.0, 'Living Varnish']]"|Gear|Wizard|Armor|-
Mastered Silk Raid Ngubo|1.0|False|1400|1400|Chultan Masterwork - Tailoring II|Tailoring|8.75|"[[4.0, 'Chultan Silk'], [2.0, 'Hardened Bronzewood'], [2.0, 'Feathered Ornament'], [1.0, 'Lion Fur'], [1.0, 'Living Varnish']]"|Gear|Wizard|Armor|-
Mastered Bronzewood Assault Imaski|1.0|False|1400|1400|Chultan Masterwork - Tailoring II|Tailoring|8.75|"[[2.0, 'Jute Macrame'], [2.0, 'Fanged Ornament'], [3.0, 'Chultan Silk'], [1.0, 'Living Varnish']]"|Gear|Wizard|Head|-
Mastered Bronzewood Raid Imaski|1.0|False|1400|1400|Chultan Masterwork - Tailoring II|Tailoring|8.75|"[[2.0, 'Jute Macrame'], [2.0, 'Fanged Ornament'], [3.0, 'Chultan Silk'], [1.0, 'Living Varnish']]"|Gear|Wizard|Head|-
Mastered Beaded Sash|1.0|False|1400|1400|Chultan Masterwork - Tailoring II|Tailoring|8.75|"[[1.0, 'Soulfired Obsidian'], [2.0, 'Brilliant Bead'], [4.0, 'Chultan Silk'], [1.0, 'Jute Macrame']]"|Gear|N/A|Waist|-
Mastered Bronzewood Sash|1.0|False|1400|1400|Chultan Masterwork - Tailoring II|Tailoring|8.75|"[[1.0, 'Living Bronzewood'], [2.0, 'Brilliant Bead'], [4.0, 'Chultan Silk'], [1.0, 'Jute Macrame']]"|Gear|N/A|Waist|-
Mastered Fanged Sash|1.0|False|1400|1400|Chultan Masterwork - Tailoring II|Tailoring|8.75|"[[1.0, 'Soulfired Obsidian'], [2.0, 'Fanged Ornament'], [4.0, 'Chultan Silk'], [1.0, 'Jute Macrame']]"|Gear|N/A|Waist|-
Mastered Lichstone Sash|1.0|False|1400|1400|Chultan Masterwork - Tailoring II|Tailoring|8.75|"[[1.0, 'Lichstone Enamel'], [2.0, 'Obsidian Shard'], [4.0, 'Chultan Silk'], [1.0, 'Jute Macrame']]"|Gear|N/A|Waist|-
Mastered Silk Mecatica|1.0|False|1400|1400|Chultan Masterwork - Tailoring II|Tailoring|8.75|"[[3.0, 'Soulfired Obsidian'], [4.0, 'Brilliant Bead'], [2.0, 'Feathered Ornament'], [1.0, 'Chultan Silk Thread']]"|Gear|Barbarian|Off-Hand|-
Commissioned Fey'd Fabric Rolls|1.0|False|1400|1400|Sharandar Masterwork - Tailoring|Tailoring|3.5|"[[25.0, 'Lacquered Leaves'], [5.0, 'Fey Fibers'], [4.0, 'Soulfire Flies']]"|Commission Item|N/A|N/A|-
